Title,Authors,Topics,Abstract,Code,Dataset,PDF,Paper Page
Colorectal Polyp Classification from White-light Colonoscopy Images via Domain Alignment,"Wang, Qin;Che, Hui;Ding, Weizhen;Xiang, Li;Li, Guanbin;Li, Zhen;Cui, Shuguang",Clinical applications - Abdomen; Computer Aided Diagnosis; Machine Learning - Domain adaptation; Modalities - other; Outcome/disease prediction,"Differentiation of colorectal polyps is an important clinical examination. A computer-aided diagnosis system is required to assist in performing accurate diagnosis from colonoscopy images. Most previous studies attempt to develop models for polyp differentiation by using Narrow-Band Imaging (NBI) or other enhanced images. However, the lagging broad application of those imaging techniques limits the clinical usage scenario of those developed models. Considering the priority to use white light (WL) in the examination, in this paper we propose a novel framework based on teacher-student architecture for the colorectal polyp classification (CPC) task directly from WL colonoscopy images. In practice, NBI data is utilized to train a teacher network and guide a student network to learn more rich feature representation from WL images. The feature transfer is realized by domain alignment and contrastive learning. Eventually the final student network has the ability to extract aligned features from WL images to facilitate CPC. Besides, we release the first public-available paired CPC dataset containing WL-NBI pairs for alignment training purpose. Quantitative and qualitative evaluation indicates that the proposed method outperforms the previous method in CPC, improving the accuracy by 5.6%.",https://github.com/qinwang-ai/PolypsAlign,https://drive.google.com/drive/folders/1e2t5HhQf08sTAE_CPRNVgpi6YUKgQSHn?usp=sharing,https://doi.org/10.1007/978-3-030-87234-2_3,https://miccai2021.org/openaccess/paperlinks/2021/09/01/095-Paper1312.html
Combining 3D Image and Tabular Data via the Dynamic Affine Feature Map Transform,"Pölsterl, Sebastian;Wolf, Tom Nuno;Wachinger, Christian",Integration of Imaging with Non-Imaging Biomarkers; Computer Aided Diagnosis,"Prior work on diagnosing Alzheimer’s disease from magnetic resonance images of the brain established that convolutional neural networks (CNNs) can leverage the high-dimensional image information for classifying patients. However, little research focused on how these models can utilize the usually low-dimensional tabular information, such as patient demographics or laboratory measurements. We introduce the Dynamic Affine Feature Map Transform (DAFT), a general-purpose module for CNNs that dynamically rescales and shifts the feature maps of a convolutional layer, conditional on a patient’s tabular clinical information. We show that DAFT is highly effective in combining 3D image and tabular information for diagnosis and time-to-dementia prediction, where it outperforms competing CNNs with a mean balanced accuracy of 0.622 and mean c-index of 0.748, respectively. Our extensive ablation study provides valuable insights into the architectural properties of DAFT. Our implementation is available at https://github.com/ai-med/DAFT.",https://github.com/ai-med/DAFT,http://adni.loni.usc.edu/,https://doi.org/10.1007/978-3-030-87240-3_66,https://miccai2021.org/openaccess/paperlinks/2021/09/01/096-Paper0680.html
Combining Attention-based Multiple Instance Learning and Gaussian Processes for CT Hemorrhage Detection,"Wu, Yunan;Schmidt, Arne;Hernández-Sánchez, Enrique;Molina, Rafael;Katsaggelos, Aggelos K.",Machine Learning - Weakly supervised learning; Computer Aided Diagnosis; Machine Learning - Attention models; Machine Learning - Uncertainty; Modalities - CT; Outcome/disease prediction,"Intracranial hemorrhage (ICH) is a life-threatening emergency with high rates of mortality and morbidity. Rapid and accurate detection of ICH is crucial for patients to get a timely treatment. In order to achieve the automatic diagnosis of ICH, most deep learning models rely on huge amounts of slice labels for training. Unfortunately, the manual annotation of CT slices by radiologists is time-consuming and costly. To diagnose ICH, in this work, we propose to use an attention-based multiple instance learning (Att-MIL) approach implemented through the combination of an attention-based convolutional neural network (Att-CNN) and a variational Gaussian process for multiple instance learning (VGPMIL). Only labels at scan-level are necessary for training. Our method (a) trains the model using scan labels and assigns each slice with an attention weight, which can be used to provide slice-level predictions, and (b) uses the VGPMIL model based on low-dimensional features extracted by the Att-CNN to obtain improved predictions both at slice and scan levels. To analyze the performance of the proposed approach, our model has been trained on 1150 scans from an RSNA dataset and evaluated on 490 scans from an external CQ500 dataset. Our method outperforms other methods using the same scan-level training and is able to achieve comparable or even better results than other methods relying on slice-level annotations.",https://github.com/YunanWu2168/Att-based-MIL-and-GPMIL,,https://doi.org/10.1007/978-3-030-87196-3_54,https://miccai2021.org/openaccess/paperlinks/2021/09/01/097-Paper1046.html
Comprehensive Importance-based Selective Regularization for Continual Segmentation Across Multiple Sites,"Zhang, Jingyang;Gu, Ran;Wang, Guotai;Gu, Lixu",Image Segmentation; Clinical applications - Abdomen; Computer Aided Diagnosis; Machine Learning - Domain adaptation; Machine Learning - Uncertainty; Modalities - MRI,"In clinical practice, a desirable medical image segmentation model should be able to learn from sequential training data from multiple sites, as collecting these data together could be difficult due to the storage cost and privacy restriction. However, existing methods often suffer from catastrophic forgetting problem for previous sites when learning from images from a new site. In this paper, we propose a novel comprehensive importance-based selective regularization method for continual segmentation, aiming to mitigate model forgetting by maintaining both shape and reliable semantic knowledge for previous sites. Specifically, we define a comprehensive importance weight for each model parameter, which consists of shape-aware importance and uncertainty-guided semantics-aware importance, by measuring how a segmentation’s shape and reliable semantic information is sensitive to the parameter. When training model on a new site, we adopt a selective regularization scheme that penalizes changes of parameters with high comprehensive importance, avoiding the shape knowledge and reliable semantics related to previous sites being forgotten. We evaluate our method on prostate MRI data sequentially acquired from six institutes. Results show that our method outperforms many continual learning methods for relieving model forgetting issue. Code is available at https://github.com/jingyzhang/CISR.",https://github.com/jingyzhang/CISR;https://github.com/liuquande/SAML,https://github.com/liuquande/SAML,https://doi.org/10.1007/978-3-030-87193-2_37,https://miccai2021.org/openaccess/paperlinks/2021/09/01/098-Paper1125.html
Conditional Deformable Image Registration with Convolutional Neural Network,"Mok, Tony C. W.;Chung, Albert C. S.",Image Registration,"Recent deep learning-based methods have shown promising results and runtime advantages in deformable image registration. However, analyzing the effects of hyperparameters and searching for optimal regularization parameters prove to be too prohibitive in deep learning-based methods. This is because it involves training a substantial number of separate models with distinct hyperparameter values. In this paper, we propose a conditional image registration method and a new self-supervised learning paradigm for deep deformable image registration. By learning the conditional features that are correlated with the regularization hyperparameter, we demonstrate that optimal solutions with arbitrary hyperparameters can be captured by a single deep convolutional neural network. In addition, the smoothness of the resulting deformation field can be manipulated with arbitrary strength of smoothness regularization during inference. Extensive experiments on a large-scale brain MRI dataset show that our proposed method enables the precise control of the smoothness of the deformation field without sacrificing the runtime advantage or registration accuracy.",https://github.com/cwmok/Conditional_LapIRN,https://www.oasis-brains.org/;https://www.loni.usc.edu/research/atlas_downloads,https://doi.org/10.1007/978-3-030-87202-1_4,https://miccai2021.org/openaccess/paperlinks/2021/09/01/099-Paper0422.html
Conditional GAN with an Attention-based Generator and a 3D Discriminator for 3D Medical Image Generation,"Jung, Euijin;Luna, Miguel;Park, Sang Hyun",Image Reconstruction; Computer Aided Diagnosis; Image Segmentation; Machine Learning - Active Learning; Machine Learning - Attention models; Machine Learning - Domain adaptation; Machine Learning - Interpretability / Explainability; Machine Learning - Self-supervised learning; Machine Learning - Semi-supervised learning; Machine Learning - Weakly supervised learning,"Conditional Generative Adversarial Networks (cGANs) are a set of methods able to synthesize images that match a given condition. However, existing models designed for natural images are impractical to generate high-quality 3D medical images due to large memory requirements. To address this issue, most cGAN models used in the medical field process either 2D slices or small 3D crops and join them together in subsequent steps to reconstruct the full size 3D image. However, these approaches often cause spatial inconsistencies in adjacent slices or crops and the changes specified by the target condition may not consider the 3D image as a whole. To address these problems, we propose a novel cGAN that can synthesize high-quality 3D MR images at different stages of the Alzheimer’s disease (AD). First, our method generates a sequence of 2D slices using an attention based 2D generator with a disease condition to keep the computational requirements low, and then 3D space consistency is enforced by the use of a set of 2D and 3D discriminators. The key motivation for the use of a 3D discriminator is to generate continuous sequences of 2D slices in the same mini-batch. Moreover, we propose an adaptive identity loss to properly transform features which are relevant to the target condition. Our experiments show that the proposed method can generate smooth and realistic 3D images at different stages of AD and the image change with respect to the condition is better than the images generated by existing GAN based methods.",https://github.com/EuijinMisp/ADESyn,,https://doi.org/10.1007/978-3-030-87231-1_31,https://miccai2021.org/openaccess/paperlinks/2021/09/01/100-Paper1250.html
Conditional Training with Bounding Map for Universal Lesion Detection,"Li, Han;Chen, Long;Han, Hu;Chi, Ying;Zhou, S. Kevin",Modalities - CT; Image Segmentation,"Universal Lesion Detection (ULD) in computed tomography plays an essential role in computer-aided diagnosis. Promising ULD results have been reported by coarse-to-fine two-stage detection approaches, but such two-stage ULD methods still suffer from issues like imbalance of positive v.s. negative anchors during object proposal and insufficient supervision problem during localization regression and classification of the region of interest (RoI) proposals. While leveraging pseudo segmentation masks such as bounding map (BM) can reduce the above issues to some degree, it is still an open problem to effectively handle the diverse lesion shapes and sizes in ULD. In this paper we propose a BM-based conditional training for two-stage ULD, which can (i) reduce positive vs. negative anchor imbalance via a BM-based conditioning (BMC) mechanism for anchor sampling instead of traditional IoU-based rule; and (ii) adaptively compute size-adaptive BM (ABM) from lesion bounding-box, which is used for improving lesion localization accuracy via ABM-supervised segmentation. Experiments with four state-of-the-art methods show that the proposed approach can bring an almost free detection accuracy improvement without requiring expensive lesion mask annotations.",,,https://doi.org/10.1007/978-3-030-87240-3_14,https://miccai2021.org/openaccess/paperlinks/2021/09/01/101-Paper0487.html
Confidence-aware Cascaded Network for Fetal Brain Segmentation on MR Images,"Zhang, Xukun;Cui, Zhiming;Chen, Changan;Wei, Jie;Lou, Jingjiao;Hu, Wenxin;Zhang, He;Zhou, Tao;Shi, Feng;Shen, Dinggang",Image Segmentation; Clinical applications - Fetal Imaging; Clinical applications - Neuroimaging - Brain Development; Modalities - MRI,"Fetal brain segmentation from Magnetic Resonance (MR) images is a fundamental step in brain development study and early diagnosis. Although progress has been made, performance still needs to be improved especially for the images with motion artifacts (due to unpredictable fetal movement) and/or changes of magnetic field. In this paper, we propose a novel confidence-aware cascaded framework to accurately extract fetal brain from MR image. Different from the existing coarse-to-fine techniques, our two-stage strategy aims to segment brain region and simultaneously produce segmentation confidence for each slice in 3D MR image. Then, the image slices with high-confidence scores are leveraged to guide brain segmentation of low-confidence image slices, especially on the brain regions with blurred boundaries. Furthermore, a slice consistence loss is also proposed to enhance the relationship among the segmentations of adjacent slices. Experimental results on fetal brain MRI dataset show that our proposed model achieves superior performance, and outperforms several state-of-the-art methods.",,,https://doi.org/10.1007/978-3-030-87199-4_55,https://miccai2021.org/openaccess/paperlinks/2021/09/01/102-Paper0611.html
Consistent Segmentation of Longitudinal Brain MR Images with Spatio-Temporal Constrained Networks,"Wei, Jie;Shi, Feng;Cui, Zhiming;Pan, Yongsheng;Xia, Yong;Shen, Dinggang",Image Segmentation; Machine Learning - Weakly supervised learning; Modalities - MRI,"Accurate and consistent segmentation of longitudinal brain magnetic resonance (MR) images is of great importance in studying brain morphological and functional changes over time. However, current available brain segmentation methods, especially deep learning methods, are mostly trained with cross-sectional brain images that might generate inconsistent results in longitudinal studies. To overcome this limitation, we present a novel coarse-to-fine spatio-temporal constrained deep learning model for consistent longitudinal segmentation based on limited labeled cross-sectional data with semi-supervised learning. Specifically, both segmentation smoothness and temporal consistency are imposed in the loss function. Moreover, brain structural changes over time are summarized as age constraint, to make the model better reflect the trends of longitudinal aging changes. We validate our proposed method on 53 sets of longitudinal T1-weighted brain MR images from ADNI, with an average of 4.5 time-points per subject. Both quantitative and qualitative comparisons with comparison methods demonstrate the superior performance of our proposed method.",,,https://doi.org/10.1007/978-3-030-87193-2_9,https://miccai2021.org/openaccess/paperlinks/2021/09/01/103-Paper0241.html
Constrained Contrastive Distribution Learning for Unsupervised Anomaly Detection and Localisation in Medical Images,"Tian, Yu;Pang, Guansong;Liu, Fengbei;Chen, Yuanhong;Shin, Seon Ho;Verjans, Johan W.;Singh, Rajvinder;Carneiro, Gustavo",Computer Aided Diagnosis; Clinical applications - Abdomen; Clinical applications - Ophthalmology; Machine Learning - Self-supervised learning; Modalities - other,"Unsupervised anomaly detection (UAD) learns one-class classifiers exclusively with normal (i.e., healthy) images to detect any abnormal (i.e., unhealthy) samples that do not conform to the expected normal patterns. UAD has two main advantages over its fully supervised counterpart. Firstly, it is able to directly leverage large datasets available from health screening programs that contain mostly normal image samples, avoiding the costly manual labelling of abnormal samples and the subsequent issues involved in training with extremely class-imbalanced data. Further, UAD approaches can potentially detect and localise any type of lesions that deviate from the normal patterns. One significant challenge faced by UAD methods is how to learn effective low-dimensional image representations to detect and localise subtle abnormalities, generally consisting of small lesions. To address this challenge, we propose a novel self-supervised representation learning method, called Constrained Contrastive Distribution learning for anomaly detection (CCD), which learns fine-grained feature representations by simultaneously predicting the distribution of augmented data and image contexts using contrastive learning with pretext constraints. The learned representations can be leveraged to train more anomaly-sensitive detection models. Extensive experiment results show that our method outperforms current state-of-the-art UAD approaches on three different colonoscopy and fundus screening datasets.",https://github.com/tianyu0207/CCD,https://www.nature.com/articles/s41597-020-00622-y;https://github.com/smilell/AG-CNN,https://doi.org/10.1007/978-3-030-87240-3_13,https://miccai2021.org/openaccess/paperlinks/2021/09/01/104-Paper0405.html
Construction of Longitudinally Consistent 4D Infant Cerebellum Atlases based on Deep Learning,"Chen, Liangjun;Wu, Zhengwang;Hu, Dan;Pei, Yuchen;Zhao, Fenqiang;Sun, Yue;Wang, Ya;Lin, Weili;Wang, Li;Li, Gang",Image Registration; Modalities - MRI,"Longitudinal infant dedicated cerebellum atlases play a fundamental role in characterizing and understanding the dynamic cerebellum development during infancy. However, due to the limited spatial resolution, low tissue contrast, tiny folding structures, and rapid growth of the cerebellum during this stage, it is challenging to build such atlases while preserving clear folding details. Furthermore, the existing atlas construction methods typically independently build discrete atlases based on samples for each age group without considering the within-subject temporal consistency, which is critical for large-scale longitudinal studies. To fill this gap, we propose an age-conditional multi-stage learning framework to construct longitudinally consistent 4D infant cerebellum atlases. Specifically, 1) A joint affine and deformable atlas construction framework is proposed to accurately build temporally continuous atlases based on the entire cohort, and rapidly warp the new images to the atlas space; 2) A longitudinal constraint is employed to enforce the within-subject temporal consistency during atlas building; 3) A Correntropy based regularization loss is further exploited to enhance the robustness of our framework. Our atlases are constructed based on 405 longitudinal scans from 187 healthy infants with age ranging from 6 to 27 months, and are compared to the atlases built by state-of-the-art algorithms. Results demonstrate that our atlases preserve more structural details and fine-grained cerebellum folding patterns, which ensure higher accuracy in subsequent atlas-based registration and segmentation tasks.",,,https://doi.org/10.1007/978-3-030-87202-1_14,https://miccai2021.org/openaccess/paperlinks/2021/09/01/105-Paper1416.html
Content-Preserving Unpaired Translation from Simulated to Realistic Ultrasound Images,"Tomar, Devavrat;Zhang, Lin;Portenier, Tiziano;Goksel, Orcun","Modalities - Ultrasound; Surgical Planning and Simulation; Surgical Visualization and Mixed, Augmented and Virtual Reality","Interactive simulation of ultrasound imaging greatly facilitates sonography training. Although ray-tracing based methods have shown promising results, obtaining realistic images requires substantial modeling effort and manual parameter tuning. In addition, current techniques still result in a significant appearance gap between simulated images and real clinical scans. Herein we introduce a novel content-preserving image translation framework (ConPres) to bridge this appearance gap, while maintaining the simulated anatomical layout. We achieve this goal by leveraging both simulated images with semantic segmentations and unpaired in-vivo ultrasound scans. Our framework is based on recent contrastive unpaired translation techniques and we propose a regularization approach by learning an auxiliary segmentation-to-real image translation task, which encourages the disentanglement of content and style. In addition, we extend the generator to be class-conditional, which enables the incorporation of additional losses, in particular a cyclic consistency loss, to further improve the translation quality. Qualitative and quantitative comparisons against state-of-the-art unpaired translation methods demonstrate the superiority of our proposed framework.",,,https://doi.org/10.1007/978-3-030-87237-3_63,https://miccai2021.org/openaccess/paperlinks/2021/09/01/106-Paper1222.html
Context-aware virtual adversarial training for anatomically-plausible segmenation,"Wang, Ping;Peng, Jizong;Pedersoli, Marco;Zhou, Yuanfeng;Zhang, Caiming;Desrosiers, Christian",Image Segmentation; Clinical applications - Cardiac; Computer Aided Diagnosis; Machine Learning - Reinforcement learning; Machine Learning - Semi-supervised learning; Modalities - CT; Modalities - MRI,"In this paper, we present a Context-aware Virtual Adversarial Training (CaVAT) method for producing anatomically plausible segmentation. The proposed method uses reinforcement learning to include any non-differentiable constraint in a semi-supervised setting. Specifically, we incorporate complex anatomical constraints into the VAT framework, boosting the network’s robustness to adversarial examples that maximize both prediction divergence and constraint violation. Experiments on a well-known cardiac segmentation dataset show the effectiveness of our method in terms of segmentation accuracy and improved constraint satisfaction.",,,https://doi.org/10.1007/978-3-030-87193-2_29,https://miccai2021.org/openaccess/paperlinks/2021/09/01/107-Paper0710.html
Continual Learning with Bayesian Model based on a Fixed Pre-trained Feature Extractor,"Yang, Yang;Cui, Zhiying;Xu, Junjie;Zhong, Changhong;Wang, Ruixuan;Zheng, Wei-Shi",Computer Aided Diagnosis,"Current deep learning models are characterised by catastrophic forgetting of old knowledge when learning new classes. This poses a challenge in intelligent diagnosis systems where initially only training data of a limited number of diseases are available. In this case, updating the intelligent system with data of new diseases would inevitably downgrade its performance on previously learned diseases. Inspired by the process of learning new knowledge in human brains, we propose a Bayesian generative model for continual learning built on a fixed pre-trained feature extractor. In this model, knowledge of each old class can be compactly represented by a collection of statistical distributions, e.g. with Gaussian mixture models, and naturally kept from forgetting in continual learning. Experiments on two skin image sets showed that the proposed approach outperforms state-of-the-art approaches which even keep some images of old classes during continual learning of new classes.",,,https://doi.org/10.1007/978-3-030-87240-3_38,https://miccai2021.org/openaccess/paperlinks/2021/09/01/108-Paper1206.html
Continuous-Time Deep Glioma Growth Models,"Petersen, Jens;Isensee, Fabian;Köhler, Gregor;Jäger, Paul F.;Zimmerer, David;Neuberger, Ulf;Wick, Wolfgang;Debus, Jürgen;Heiland, Sabine;Bendszus, Martin;Vollmuth, Philipp;Maier-Hein, Klaus H.",Machine Learning - Attention models; Clinical applications - Oncology; Image Segmentation; Machine Learning - Uncertainty; Modalities - MRI,"The ability to estimate how a tumor might evolve in the future could have tremendous clinical benefits, from improved treatment decisions to better dose distribution in radiation therapy. Recent work has approached the glioma growth modeling problem via deep learning and variational inference, thus learning growth dynamics entirely from a real patient data distribution. So far, this approach was constrained to predefined image acquisition intervals and sequences of fixed length, which limits its applicability in more realistic scenarios. We overcome these limitations by extending Neural Processes, a class of conditional generative models for stochastic time series, with a hierarchical multi-scale representation encoding including a spatio-temporal attention mechanism. The result is a learned growth model that can be conditioned on an arbitrary number of observations, and that can produce a distribution of temporally consistent growth trajectories on a continuous time axis. On a dataset of 379 patients, the approach successfully captures both global and finer-grained variations in the images, exhibiting superior performance compared to other learned growth models.",https://github.com/MIC-DKFZ/deep-glioma-growth,,https://doi.org/10.1007/978-3-030-87199-4_8,https://miccai2021.org/openaccess/paperlinks/2021/09/01/109-Paper0366.html
Contrastive Learning Based Stain Normalization Across Multiple Tumor Histopathology,"Ke, Jing;Shen, Yiqing;Liang, Xiaoyao;Shen, Dinggang",Modalities - Histopathology; Machine Learning - Self-supervised learning,"Generative adversarial network (GAN) has been a prevalence in color normalization techniques to assist deep learning analysis in H&E stained histopathology images. The widespread adoption of GAN has effectively released pathologists from the heavy manual workload in the conventional template image selection. However, the transformation might cause significant information loss, or generate undesirable results such as mode collapse in all likelihood, that may affect the performance in the succeeding diagnostic task. To address the issue, we propose a contrastive learning method with a color-variation constraint, which maximally retains the recognizable phenotypic features at the training of a color-normalization GAN. In a self-supervised manner, the discriminative tissue patches across multiple types of tumors are clustered, taken as the salient input to feed the GAN. Empirically, the model is evaluated by public datasets of large cohorts on different cancer diseases from TCGA and Camelyon16. We show better phenotypical recognizability along with an improved performance in the histology image classification.",,,https://doi.org/10.1007/978-3-030-87237-3_55,https://miccai2021.org/openaccess/paperlinks/2021/09/01/110-Paper1590.html
Contrastive Learning of Relative Position Regression for One-Shot Object Localization in 3D Medical Images,"Lei, Wenhui;Xu, Wei;Gu, Ran;Fu, Hao;Zhang, Shaoting;Zhang, Shichuan;Wang, Guotai",Machine Learning - Self-supervised learning; Modalities - CT,"Deep learning networks have shown promising performance for object localization in medial images, but require large amount of annotated data for supervised training. To address this problem, we propose: 1) A novel contrastive learning method which embeds the anatomical structure by predicting the Relative Position Regression (RPR) between any two patches from the same volume; 2) An one-shot framework for organ and landmark localization in volumetric medical images. Our main idea comes from that tissues and organs from different human bodies own similar relative position and context. Therefore, we could predict the relative positions of their non-local patches, thus locate the target organ. Our one-shot localization framework is composed of three parts: 1) A deep network trained to project the input patch into a 3D latent vector, representing its anatomical position; 2) A coarse-to-fine framework contains two projection networks, providing more accurate localization of the target; 3) Based on the coarse-to-fine model, we transfer the organ bounding-box (B-box) detection to locating six extreme points along x, y and z directions in the query volume. Experiments on multi-organ localization from head-and-neck (HaN) and abdominal CT volumes showed that our method acquired competitive performance in real time, which is more accurate and 10^5 times faster than template matching methods with the same setting for one-shot localization in 3D medical images.",https://github.com/HiLab-git/RPR-Loc,https://structseg2019.grand-challenge.org/Home/;http://www.imagenglab.com/wiki/mediawiki/index.php?title=2015_MICCAI_Challenge;https://wiki.cancerimagingarchive.net/display/Public/Pancreas-CT,https://doi.org/10.1007/978-3-030-87196-3_15,https://miccai2021.org/openaccess/paperlinks/2021/09/01/111-Paper1077.html
Contrastive Learning with Continuous Proxy Meta-Data For 3D MRI Classification,"Dufumier, Benoit;Gori, Pietro;Victor, Julie;Grigis, Antoine;Wessa, Michele;Brambilla, Paolo;Favre, Pauline;Polosan, Mircea;McDonald, Colm;Piguet, Camille Marie;Phillips, Mary;Eyler, Lisa;Duchesnay, Edouard",Machine Learning - Self-supervised learning; Clinical applications - Neuroimaging - Others; Computer Aided Diagnosis,"Traditional supervised learning with deep neural networks requires a tremendous amount of labelled data to converge to a good solution. For 3D medical images, it is often impractical to build a large homogeneous annotated dataset for a specific pathology. Self-supervised methods offer a new way to learn a representation of the images in an unsupervised manner with a neural network. In particular, contrastive learning has shown great promises by (almost) matching the performance of fully-supervised CNN on vision tasks. Nonetheless, this method does not take advantage of available meta-data, such as participant’s age, viewed as prior knowledge. Here, we propose to leverage continuous \textit{proxy} metadata, in the contrastive learning framework, by introducing a new loss called $y$-Aware InfoNCE loss. Specifically, we improve the positive sampling during pre-training by adding more positive examples with similar \textit{proxy} meta-data with the anchor, assuming they share similar discriminative semantic features. With our method, a 3D CNN model pre-trained on $10^4$ multi-site healthy brain MRI scans can extract relevant features for three classification tasks: schizophrenia, bipolar diagnosis and Alzheimer’s detection. When fine-tuned, it also outperforms 3D CNN trained from scratch on these tasks, as well as state-of-the-art self-supervised methods. Our code is made publicly available \href{https://github.com/Duplums/yAwareContrastiveLearning}{here}",https://github.com/Duplums/yAwareContrastiveLearning,,https://doi.org/10.1007/978-3-030-87196-3_6,https://miccai2021.org/openaccess/paperlinks/2021/09/01/112-Paper0382.html
Contrastive Pre-training and Representation Distillation for Medical Visual Question Answering Based on Radiology Images,"Liu, Bo;Zhan, Li-Ming;Wu, Xiao-Ming",Machine Learning - Self-supervised learning; Computer Aided Diagnosis; Modalities - CT; Modalities - MRI; Modalities - Text (clinical/radiology reports),"One of the primary challenges facing medical visual question answering (Med-VQA) is the lack of large-scale well-annotated datasets for training. To overcome this challenge, this paper proposes a two-stage pre-training framework by learning transferable feature representations of radiology images and distilling a lightweight visual feature extractor for Med-VQA. Specifically, we leverage large amounts of unlabeled radiology images to train three teacher models for the body regions of brain, chest, and abdomen respectively via contrastive learning. Then, we distill the teacher models to a lightweight student model that can be used as a universal visual feature extractor for any Med-VQA system. The lightweight feature extractor can be readily fine-tuned on the training radiology images of any Med-VQA dataset, saving the annotation effort while preventing overfitting to small-scale training data. The effectiveness and advantages of the pre-trained model are demonstrated by extensive experiments with state-of-the-art Med-VQA methods on existing benchmarks. The source code and the pre-training dataset can be downloaded from https://github.com/awenbocc/cprd.",https://github.com/awenbocc/cprd,https://github.com/awenbocc/cprd,https://doi.org/10.1007/978-3-030-87196-3_20,https://miccai2021.org/openaccess/paperlinks/2021/09/01/113-Paper1235.html
Controllable cardiac synthesis via disentangled anatomy arithmetic,"Thermos, Spyridon;Liu, Xiao;O'Neil, Alison;Tsaftaris, Sotirios A.",Machine Learning - Domain adaptation; Clinical applications - Cardiac; Image Segmentation; Machine Learning - Interpretability / Explainability; Modalities - MRI; Outcome/disease prediction,"Acquiring annotated data at scale with rare diseases or conditions remains a challenge. It would be extremely useful to have a method that controllably synthesizes images that can correct such underrepresentation. Assuming a proper latent representation, the idea of a “latent vector arithmetic’” could offer the means of achieving such synthesis. A proper representation must encode the fidelity of the input data, preserve invariance and equivariance, and permit arithmetic operations. Motivated by the ability to disentangle images into spatial anatomy (tensor) factors and accompanying imaging (vector) representations, we propose a framework termed “disentangled anatomy arithmetic”, in which a generative model learns to combine anatomical factors of different input images such that when they are re-entangled with the desired imaging modality (e.g. MRI), plausible new cardiac images are created with the target characteristics. To encourage a realistic combination of anatomy factors after the arithmetic step, we propose a localized noise injection network that precedes the generator. Our model is used to generate realistic images, pathology labels, and segmentation masks that are used to augment the existing datasets and subsequently improve post-hoc classification and segmentation tasks. Code is publicly available at https://github.com/vios-s/DAA-GAN.",https://github.com/vios-s/DAA-GAN,,https://doi.org/10.1007/978-3-030-87199-4_15,https://miccai2021.org/openaccess/paperlinks/2021/09/01/114-Paper0527.html
Convolution-Free Medical Image Segmentation using Transformer Networks,"Karimi, Davood;Vasylechko, Serge Didenko;Gholipour, Ali",Image Segmentation; Machine Learning - Attention models,"Like other applications in computer vision, medical image segmentation has been most successfully addressed using deep learning models that rely on the convolution operation as their main building block. Convolutions enjoy important properties such as sparse interactions, weight sharing, and translation equivariance. These properties give convolutional neural networks (CNNs) a strong and useful inductive bias for vision tasks. However, the convolution operation also has important shortcomings: it performs a fixed operation on every test image regardless of the content and it cannot efficiently model long-range interactions. In this work we show that a network based on self-attention between neighboring patches and without any convolution operations can achieve better results. Given a 3D image block, our network divides it into n^3 3D patches, where n= 3 or 5 and computes a 1D embedding for each patch. The network predicts the segmentation map for the center patch of the block based on the self-attention between these patch embeddings. We show that the proposed model can achieve higher segmentation accuracies than a state of the art CNN. For scenarios with very few labeled images, we propose methods for pre-training the network on large corpora of unlabeled images. Our experiments show that with pre-training the advantage of our proposed network over CNNs can be significant when labeled training data is small.",,,https://doi.org/10.1007/978-3-030-87193-2_8,https://miccai2021.org/openaccess/paperlinks/2021/09/01/115-Paper0229.html
Cooperative Training and Latent Space Data Augmentation for Robust Medical Image Segmentation,"Chen, Chen;Hammernik, Kerstin;Ouyang, Cheng;Qin, Chen;Bai, Wenjia;Rueckert, Daniel",Image Segmentation; Clinical applications - Cardiac; Machine Learning - Self-supervised learning; Modalities - MRI,"Deep learning-based segmentation methods are vulnerable to unforeseen data distribution shifts during deployment, e.g. change of image appearances or contrasts caused by different scanners, unexpected imaging artefacts etc. In this paper, we present a cooperative framework for training image segmentation models and a latent space augmentation method for generating hard examples. Both contributions improve model generalization and robustness with limited data. The cooperative training framework consists of a fast-thinking network (FTN) and a slow-thinking network (STN). The FTN learns decoupled image features and shape features for image reconstruction and segmentation tasks. The STN learns shape priors for segmentation correction and refinement. The two networks are trained in a cooperative manner. The latent space augmentation generates challenging examples for training by masking the decoupled latent space in both channel-wise and spatial-wise manners. We performed extensive experiments on public cardiac imaging datasets. Using only 10 subjects from a single site for training, we demonstrated improved cross-site segmentation performance, and increased robustness against various unforeseen imaging artefacts compared to strong baseline methods. Particularly, cooperative training with latent space augmentation yields 15% improvement in terms of average Dice score when compared to a standard training method.",https://github.com/cherise215/Cooperative_Training_and_Latent_Space_Data_Augmentation,https://www.creatis.insa-lyon.fr/Challenge/acdc/databases.html;https://www.ub.edu/mnms/,https://doi.org/10.1007/978-3-030-87199-4_14,https://miccai2021.org/openaccess/paperlinks/2021/09/01/116-Paper0525.html
