Title,Authors,Session,Keywords,TL;DR,Abstract,Community Implementations,PDF,Paper Page
"SuperMask: Generating High-resolution object masks from multi-view, unaligned low-resolution MRIs",Hanxue Gu;Hongyu He;Roy Colglazier;Jordan Axelrod;Robert French;Maciej A Mazurowski,Oral,High-resolution object generation;medical image segmentation,"We construct high-resolution objects from misaligned, low-resolution MRIs via intertwined learning of image registration and segmentation networks.","Three-dimensional segmentation in magnetic resonance images (MRI), which reflects the true shape of the objects, is challenging since high-resolution isotropic MRIs are rare and typical MRIs are anisotropic, with the out-of-plane dimension having a much lower resolution. A potential remedy to this issue lies in the fact that often multiple sequences are acquired on different planes. However, in practice, these sequences are not orthogonal to each other, limiting the applicability of many previous solutions to reconstruct higher-resolution images from multiple lower-resolution ones. We propose a novel deep learning-based solution to generating high-resolution masks from multiple low-resolution images. Our method combines segmentation and unsupervised registration networks by introducing two new regularizations to make registration and segmentation reinforce each other. Finally, we introduce a multi-view fusion method to generate high-resolution target object masks. The experimental results on two datasets show the superiority of our methods. Importantly, the advantage of not using high-resolution images in the training process makes our method applicable to a wide variety of MRI segmentation tasks.",,https://openreview.net/pdf/66b6244c56b31dd9d2f66007181d5827bdd77b65.pdf,https://openreview.net/forum?id=oi5psB9R_l
Tumor Budding T-cell Graphs: Assessing the Need for Resection in pT1 Colorectal Cancer Patients,Linda Studer;JM Bokhorst;I Nagtegaal;Inti Zlobec;Heather Dawson;Andreas Fischer,Oral,Digital Pathology;Graph Neural Networks;Colorectal Cancer,Analysis of the spatial layout of T-cells and tumour buds using graph neural networks can improve risk stratification of pT1 colorectal cancer patients and reduce potential overtreatment.,"Colon resection is often the treatment of choice for colorectal cancer (CRC) patients. However, especially for minimally invasive cancer, such as pT1, simply removing the polyps may be enough to stop cancer progression. Different histopathological risk factors such as tumor grade and invasion depth currently found the basis for the need for colon resection in pT1 CRC patients. Here, we investigate two additional risk factors, tumor budding and lymphocyte infiltration at the invasive front, which are known to be clinically relevant. We capture the spatial layout of tumor buds and T-cells and use graph-based deep learning to investigate them as potential risk predictors. Our pT1 Hotspot Tumor Budding T-cell Graph (pT1-HBTG) dataset consists of 626 tumor budding hotspots from 575 patients. We propose and compare three different graph structures, as well as combinations of the node labels. The best-performing Graph Neural Network architecture is able to increase specificity by 20% compared to the currently recommended risk stratification based on histopathological risk factors, without losing any sensitivity. We believe that using a graph-based analysis can help to assist pathologists in making risk assessments for pT1 CRC patients, and thus decrease the number of patients undergoing potentially unnecessary surgery. Both the code and dataset are made publicly available.",,https://openreview.net/pdf/bf084e0cfae4870df2c7090322b0f1fac40d80e6.pdf,https://openreview.net/forum?id=ruaXPgZCk6i
Ultra-NeRF: Neural Radiance Fields for Ultrasound Imaging,Magdalena Wysocki;Mohammad Farid Azampour;Christine Eilers;Benjamin Busam;Mehrdad Salehi;Nassir Navab,Oral,ultrasound;neural radiance fields;implicit neural representation,We propose an implicit neural representation framework based on NeRF and a physics-based volumetric rendering for ultrasound which enables view-dependent synthesis of B-mode images.,"We present a physics-enhanced implicit neural representation (INR) for ultrasound (US) imaging that learns tissue properties from overlapping US sweeps. Our proposed method leverages a ray-tracing-based neural rendering for novel view US synthesis. Recent publications demonstrated that INR models could encode a representation of a three-dimensional scene from a set of two-dimensional US frames. However, these models fail to consider the view-dependent changes in appearance and geometry intrinsic to US imaging. In our work, we discuss direction-dependent changes in the scene and show that a physics-inspired rendering improves the fidelity of US image synthesis. In particular, we demonstrate experimentally that our proposed method generates geometrically accurate B-mode images for regions with ambiguous representation owing to view-dependent differences of the US images. We conduct our experiments using simulated B-mode US sweeps of the liver and acquired US sweeps of a spine phantom tracked with a robotic arm. The experiments corroborate that our method generates US frames that enable consistent volume compounding from previously unseen views. To the best of our knowledge, the presented work is the first to address view-dependent US image synthesis using INR.",,https://openreview.net/pdf/65a255005710eab35378352bdfe970bdbc9e5a34.pdf,https://openreview.net/forum?id=x4McMBwVyi
Unsupervised Stain Decomposition via Inversion Regulation for Multiplex Immunohistochemistry Images,Shahira Abousamra;Danielle Fassler;Jiachen Yao;Rajarsi R. Gupta;Tahsin Kurc;Luisa Escobar-Hoyos;Dimitris Samaras;Kenneth Shroyer;Joel Saltz;Chao Chen,Oral,Color deconvolution;Deep learning;Multiplex;Immunohistochemistry;Unsupervised,,"Multiplex Immunohistochemistry (mIHC) is a cost-effective and accessible method for in situ labeling of multiple protein biomarkers in a tissue sample. By assigning a different stain to each biomarker, it allows the visualization of different types of cells within the tumor vicinity for downstream analysis. However, to detect different types of stains in a given mIHC image is a challenging problem, especially when the number of stains is high. Previous deep-learning-based methods mostly assume full supervision; yet the annotation can be costly. In this paper, we propose a novel unsupervised stain decomposition method to detect different stains simultaneously. Our method does not require any supervision, except for color samples of different stains. A main technical challenge is that the problem is underdetermined and can have multiple solutions. To conquer this issue, we propose a novel inversion regulation technique, which eliminates most undesirable solutions. On a 7-plexed IHC image dataset, the proposed method achieves high quality stain decomposition results without human annotation.",,https://openreview.net/pdf/80894038ae743f61a58bb3fd82f83ed45c9c46ad.pdf,https://openreview.net/forum?id=J0VD-I2IOOg
Vesselformer: Towards Complete 3D Vessel Graph Generation from Images,Chinmay Prabhakar;Suprosanna Shit;Johannes C. Paetzold;Ivan Ezhov;Rajat Koner;Hongwei Li;Florian Sebastian Kofler;bjoern menze,Oral,Transformer;Vessels Graph Generation;Radius Prediction,"In summary, we showed that a compact representation of vessel graph with radius features could be learned with a simple model.","The reconstruction of graph representations from Images (Image-to-graph) is a frequent task, especially vessel graph extraction from biomedical images. Traditionally, this problem is tackled by a two-stage process: segmentation followed by skeletonization. However, the ambiguity in the heuristic-based pruning of the centerline graph from the skeleta makes it hard to achieve a compact yet faithful graph representation. Recently, \textit{Relationformer} proposed an end-to-end solution to extract graphs directly from images. However, it does not consider edge features, particularly radius information, which is crucial in many applications such as flow simulation. Further, Relationformer predicts only patch-based graphs. In this work, we address these two shortcomings. We propose a task-specific token, namely radius-token, which explicitly focuses on capturing radius information between two nodes. Second, we propose an efficient algorithm to infer a large 3D graph from patch inference. Finally, we show experimental results on a synthetic vessel dataset and achieve the first 3D complete graph prediction. Code is available at \url{https://github.com/chinmay5/vesselformer}.",,https://openreview.net/pdf/a2443a63a07c33046b07fcf4309bafe870d70cb2.pdf,https://openreview.net/forum?id=X_AJqHfE1H
Vision-Language Modelling For Radiological Imaging and Reports In The Low Data Regime,Rhydian Windsor;Amir Jamaludin;Timor Kadir;Andrew Zisserman,Oral,Vision-Language Modelling;Contrastive Learning;Chest X-Ray,This work explores several methods for adapting vision-language modelling contrastive frameworks such as CLIP to much smaller training datasets typical in medical imaging.,"This paper explores training medical vision-language models (VLMs) -- where the visual and language inputs are embedded into a common space -- with a particular focus on scenarios where training data is limited, as is often the case in clinical datasets. We explore several candidate methods to improve low-data performance, including: (i) adapting generic pre-trained models to novel image and text domains (i.e.\ medical imaging and reports) via unimodal self-supervision; (ii) using local (e.g.\ GLoRIA) \& global (e.g. InfoNCE) contrastive loss functions as well as a combination of the two; (iii) extra supervision during VLM training, via: (a) image- and text-only self-supervision, and (b) creating additional positive image-text pairs for training through augmentation and nearest-neighbour search.

Using text-to-image retrieval as a benchmark, we evaluate the performance of these methods with variable sized training datasets of paired chest X-rays and radiological reports.  Combined, they significantly improve retrieval compared to fine-tuning CLIP, roughly equivalent to training with $10\times$ the data. A similar pattern is found in the downstream task classification of CXR-related conditions with our method outperforming CLIP and also BioVIL, a strong CXR VLM benchmark, in the zero-shot and linear probing settings. We conclude with a set of recommendations for researchers aiming to train vision-language models on other medical imaging modalities when training data is scarce. To facilitate further research, we will make our code and models publicly available.",https://www.catalyzex.com/paper/vision-language-modelling-for-radiological/code,https://openreview.net/pdf/52a1004ceb86f740ea256cceb414db5134d5799b.pdf,https://openreview.net/forum?id=2XVITHcQCfj
3D Medical Axial Transformer: A Lightweight Transformer Model for 3D Brain Tumor Segmentation,Cheng Liu;Hisanor Kiryu,Poster,Deep learning;3D brain tumor segmentation;3D Transformer;axial attention;self-distillation,A 3D brain tumor image segmentation model based on Axial Attention structure with a novel approach for self-distillation learning,"In recent years, Transformer-based models have gained attention in the field of medical image segmentation, with research exploring ways to integrate them with established architectures such as Unet. However, the high computational demands of these models have led most current approaches to focus on segmenting 2D slices of MRI or CT images, which can limit the ability of the model to learn semantic information in the depth axis and result in output with uneven edges. Additionally, the small size of medical image datasets, particularly those for brain tumor segmentation, poses a challenge for training transformer models. To address these issues, we propose 3D Medical Axial Transformer (MAT), a lightweight, end-to-end model for 3D brain tumor segmentation that employs an axial attention mechanism to reduce computational demands and self-distillation to improve performance on small datasets. Results indicate that our approach, which has fewer parameters and a simpler structure than other models, achieves superior performance and produces clearer output boundaries, making it more suitable for clinical applications.",,https://openreview.net/pdf/9b1a674b26562b45e98b657d5b0d34eff9af05e2.pdf,https://openreview.net/forum?id=PX-jt92kQUM
A comparative evaluation of image-to-image translation methods for stain transfer in histopathology,Igor Zingman;Sergio Frayle;Ivan Tankoyeu;Sergey Sukhanov;Fabian Heinemann,Poster,Image to image translation;stain transfer;virtual staining;histopathology;generative adversarial networks,"Our empirical analysis highlights the strengths and weaknesses of twelve image-to-image translation methods for stain transfer in histopathology, thereby allowing a rational choice of the most suitable approach","Image-to-image translation (I2I) methods allow the generation of artificial images that share the content of the original image but have a different style. With the advances in Generative Adversarial Networks (GANs)-based methods, I2I methods enabled the generation of artificial images that are indistinguishable from natural images. Recently, I2I methods were also employed in histopathology for generating artificial images of in silico stained tissues from a different type of staining. We refer to this process as stain transfer. The number of I2I variants is constantly increasing, which makes a well justified choice of the most suitable I2I methods for stain transfer challenging. In our work, we compare twelve stain transfer approaches, three of which are based on traditional and nine on GAN-based image processing methods. The analysis relies on complementary quantitative measures for the quality of image translation, the assessment of the suitability for deep learning-based tissue grading, and the visual evaluation by pathologists. Our study highlights the strengths and weaknesses of the stain transfer approaches, thereby allowing a rational choice of the underlying I2I algorithms. Code, data, and trained models for stain transfer between H&E and Masson's Trichrome staining will be made available online.",,https://openreview.net/pdf/78517d1227935c2dadfcd9963229adc184251e3d.pdf,https://openreview.net/forum?id=leVAXRDthXI
A comparison of self-supervised pretraining approaches for predicting disease risk from chest radiograph images,Yanru Chen;Michael T Lu;Vineet K Raghu,Poster,Deep learning;risk prediction;chest radiographs;self-supervised pretraining;autoencoder;contrastive learning,A semi-supervised autoencoder outperforms other semi- and self-supervised methods to predict mortality risk from chest x-ray images with limited labeled data,"Deep learning is the state-of-the-art for medical imaging tasks, but requires large, labeled datasets. For risk prediction, large datasets are rare since they require both imaging and follow-up (e.g., diagnosis codes). However, the release of publicly available imaging data with diagnostic labels presents an opportunity for self and semi-supervised approaches to improve label efficiency for risk prediction. Though several studies have compared self-supervised approaches in natural image classification, object detection, and medical image interpretation, there is limited data on which approaches learn robust representations for risk prediction. We present a comparison of semi- and self-supervised learning to predict mortality risk using chest x-ray images. We find that a semi-supervised autoencoder outperforms contrastive and transfer learning in internal and external validation.",https://www.catalyzex.com/paper/a-comparison-of-self-supervised-pretraining/code,https://openreview.net/pdf/17e6b2bfa84550ec48848d3840fc018aad548f18.pdf,https://openreview.net/forum?id=HzpdwXFc_Q
A deep learning method trained on synthetic data for digital breast tomosynthesis reconstruction,Arnaud Quillent;Vincent Jonas Bismuth;Isabelle Bloch;Christophe Kervazo;Said Ladjal,Poster,DBT reconstruction;inverse problem;deep learning;limited angle;sparse view;synthetic phantoms;2.5D,,"Digital Breast Tomosynthesis (DBT) is an X-ray imaging modality enabling the reconstruction of 3D volumes of breasts. DBT is mainly used for cancer screening, and is intended to replace conventional mammography in the coming years. However, DBT reconstructions are impeded by several types of artefacts induced by the geometry of the device itself, degrading the image quality and limiting its resolution along the thickness of the compressed breast. In this study, we propose a deep-learning-based pipeline to address the DBT reconstruction problem, focusing on the removal of sparse-view and limited-angle artefacts. Specifically, this procedure is composed of two steps: a classic reconstruction algorithm is first applied on normalised projections, then a deep neural network is tasked with erasing the artefacts present in the obtained volumes. A major difficulty to solve our problem is the lack of real conditions artefact-free data. To overcome this complication, we resort to a new dataset comprised of synthetic breast texture phantoms. We then show that our training method and database strategy are promising to tackle the problem as they improve the informational value of planes orthogonal to the detector, which are not currently used by radiologists due to their poor quality. Eventually, we assess the impact of removing the bias components from the network and using stacks of slices as inputs, with regard to the generalisation ability of our approach on both synthetic and clinical data.",,https://openreview.net/pdf/e8fd94f78c6b982b21693655b25648359414e048.pdf,https://openreview.net/forum?id=xcMTcyk2v69
A Robust Mean Teacher Framework for Semi-Supervised Cell Detection in Histopathology Images,Ziqi Wen;Chuyang Ye,Poster,Cell detection;Histopathology image analysis;Semi-supervised learning,We propose a robust mean teacher framework for semi-supervised cell detection in histopathology images.,"Cell detection in histopathology images facilitates clinical diagnosis, and deep learning methods have been applied to the detection problem with substantially improved performance. However, cell detection methods based on deep learning usually require a large number of annotated training samples, which are costly and time-consuming to obtain, and it is desirable to develop methods where detection networks can be adequately trained with only a few annotated training samples. Since unlabeled data is much less expensive to obtain, it is possible to address this problem with semi-supervised learning, where abundant unlabeled data is combined with the limited annotated training samples for network training. In this work, we propose a semi-supervised object detection method for cell detection in histopathology images, which is based on and improves the mean teacher framework. In standard mean teacher, the detection results on unlabeled data given by the teacher model can be noisy, which may negatively impact the learning of the student model. To address this problem, we propose to suppress the noise in the detection results of the teacher model by mixing the unlabeled training images with labeled training images of which the ground truth detection results are available. In addition, we propose to further incorporate a loss term that is robust to noise when the the student model learns from the teacher model. To evaluate the proposed method, experiments were performed on a publicly available dataset for multi-class cell detection, and the experimental results show that our method improves the performance of cell detection in histopathology images in the semi-supervised setting.",,https://openreview.net/pdf/ef3f587293b9ce11714ae6bf633b0c0f4310a341.pdf,https://openreview.net/forum?id=PEWigppmw3b
Addressing Chest Radiograph Projection Bias in Deep Classification Models,Sofia Cardoso Pereira;Joana Rocha;Alex Gaudio;Asim Smailagic;Aurélio Campilho;Ana Maria Mendonça,Poster,Chest X-ray;deep learning;projection;anteroposterior;posteroanterior,"Chest X-ray projection (Anteroposterior versus Posteroanterior) is encoded by deep learning models when learning to classify diseases, making it a potential bias source. We analyze this problem and propose a framework to alleviate it.","Deep learning-based models are widely used for disease classification in chest radiographs. This exam can be performed in one of two projections (posteroanterior or anteroposterior), depending on the direction that the X-ray beam travels through the body. Since projection visibly affects the way anatomical structures appear in the scans, it may introduce bias in classifiers, especially when spurious correlations between a given disease and a projection occur. This paper examines the influence of chest radiograph projection on the performance of deep learning-based classification models and proposes an approach to mitigate projection-induced bias. Results show that a DenseNet-121 model is better at classifying images from the most representative projection in the data set, suggesting that projection is taken into account by the classifier. Moreover, this model can classify chest X-ray projection better than any of the fourteen radiological findings considered, without being explicitly trained for that task, putting it at high risk for projection bias. We propose a label-conditional gradient reversal framework to make the model insensitive to projection, by forcing the extracted features to be simultaneously good for disease classification and bad for projection classification, resulting in a framework with reduced projection-induced bias.",,https://openreview.net/pdf/2d5ce6dd004d6e1d2ad952501d29f2fe597fb611.pdf,https://openreview.net/forum?id=k8K2zEiv_m
Alleviating tiling effect by random walk sliding window in high-resolution histological whole slide image synthesis,Shunxing Bao;Ho Hin Lee;Qi Yang;Lucas Walker Remedios;Ruining Deng;Can Cui;Leon Yichen Cai;Kaiwen Xu;Xin Yu;Sophie Chiron;Yike Li;Nathan Heath Patterson;Yaohong Wang;Jia Li;Qi Liu;Ken S. Lau;Joseph T. Roland;Lori A. Coburn;Keith T. Wilson;Bennett A. Landman;Yuankai Huo,Poster,Image synthesis;Tiling Effect;Inference,We present an unpaired synthesis model (MxIF to virtual H&E) that fully utilizes 27 MxIF channels and spatial constraints. A sliding window random shifting strategy is introduced during the optimized inference stage to alleviate the tiling effects.,"Multiplex immunofluorescence (MxIF) is an advanced molecular imaging technique that can simultaneously provide biologists with multiple (i.e., more than 20) molecular markers on a single histological tissue section. Unfortunately, due to imaging restrictions, the more routinely used hematoxylin and eosin (H&E) stain is typically unavailable with MxIF on the same tissue section. As biological H&E staining is not feasible, previous efforts have been made to obtain H&E whole slide image (WSI) from MxIF via deep learning empowered virtual staining. However, the tiling effect is a long-lasting problem in high-resolution WSI-wise synthesis. The MxIF to H&E synthesis is no exception. Limited by computational resources, the cross-stain image synthesis is typically performed at the patch-level. Thus, discontinuous intensities might be visually identified along with the patch boundaries assembling all individual patches back to a WSI. In this work, we propose a deep learning based unpaired high-resolution image synthesis method to obtain virtual H&E WSIs from MxIF WSIs (each with 27 markers/stains) with reduced tiling effects. Briefly, we first extend the CycleGAN framework by adding simultaneous nuclei and mucin segmentation supervision as spatial constraints. Then, we introduce a random sliding window shifting strategy during the optimized inference stage to alleviate the tiling effects. The validation results show that our spatially constrained synthesis method achieves a 56% performance gain for the downstream cell segmentation task. The proposed inference method reduces the tiling effects by using 50% fewer computation resources without compromising performance. The proposed random sliding window inference method is a plug-and-play module, which can be generalized and used for other high-resolution WSI image synthesis applications. The source code with our proposed model are available at https://github.com/MASILab/RandomWalkSlidingWindow.git",,https://openreview.net/pdf/c776a31d1dd0f9d24345a5386cf08405c3d5ddb6.pdf,https://openreview.net/forum?id=uZl3yA2dBt
Automatic 3D/2D Deformable Registration in Minimally Invasive Liver Resection using a Mesh Recovery Network,Mathieu Labrunie;Daniel Pizarro;Christophe Tilmant;Adrien Bartoli,Poster,Mini-invasive Surgery;Liver;3D/2D Registration;Augmented Reality,,"We propose the patient-specific Liver Mesh Recovery (LMR) framework, to automatically achieve Augmented Reality (AR) guidance by registering a preoperative 3D model in Minimally Invasive Liver Resection (MILR).
Existing methods solve registration in MILR by pose estimation followed with numerical optimisation and suffer from a prohibitive intraoperative runtime.
The proposed LMR is inspired by the recent Human Mesh Recovery (HMR) framework and forms the first learning-based method to solve registration in MILR.
In contrast to existing methods, the computation load in LMR occurs preoperatively, at training time.
We construct a patient-specific deformation model and generate patient-specific training data reproducing the typical defects of the automatically detected registration primitives.
Experimental results show that LMR's registration accuracy is on par with optimisation-based methods, whilst running in real-time intraoperatively.",,https://openreview.net/pdf/a340a73a2d510025a3b9eba7b7f8ffb28bb18be9.pdf,https://openreview.net/forum?id=nG87JqzSMc
Automatic Patient-level Diagnosis of Prostate Disease with Fused 3D MRI and Tabular Clinical Data,Oleksii Bashkanov;Marko Rak;Lucas Engelage;Christianus Hansen,Poster,Computer-assisted diagnosis;prostate cancer;disease prediction;convolutional neural networks;tabular clinical data,This paper demonstrates that patient demographics and laboratory data can significantly improve prostate disease diagnosis even with a naive concatenation approach.,"Computer-aided diagnosis systems for automatic prostate cancer diagnosis can provide radiologists with decision support during image reading. However, in this case, patient-relevant information often remains unexploited due to the greater focus on the image recognition side, with various imaging devices and modalities, while omitting other potentially valuable clinical data. Therefore, our work investigates the performance of recent methods for the fusion of rich image data and heterogeneous tabular data. Those data may include patient demographics as well as laboratory data, e.g., prostate-specific antigen (PSA). Experiments on the large dataset (3800 subjects) indicated that when using the fusion method with demographic data in clinically significant prostate cancer (csPCa) detection tasks, the mean area under the receiver operating characteristic curve (ROC AUC) has improved significantly from 0.736 to 0.765. We also observed that the naïve concatenation performs similarly or even better than the \mbox{state-of-the-art} fusion modules. We also achieved better prediction quality in grading prostate disease by including more samples from longitudinal PSA profiles in the tabular feature set. Thus, by including the three last PSA samples per patient, the best-performing model has reached AUC of 0.794 and a quadratic weighted kappa score (QWK) of 0.464, which constitutes a significant improvement compared with the image-only method, with ROC AUC of 0.736 and QWK of 0.342.",,https://openreview.net/pdf/a33e16abec4c6dca575c6a3c9667418fcda01b55.pdf,https://openreview.net/forum?id=Oji7tGC4oI
Calibration techniques for node classification using graph neural networks on medical image data,Iris Vos;Ishaan Bhat;Birgitta Velthuis;Ynte Ruigrok;Hugo Kuijf,Poster,,,"Miscalibration of deep neural networks (DNNs) can lead to unreliable predictions and hinder their use in clinical decision-making. This miscalibration is often caused by overconfident probability estimates. Calibration techniques such as model ensembles, regularization terms, and post-hoc scaling of the predictions can be employed to improve the calibration performance of DNNs. In contrast to DNNs, graph neural networks (GNNs) tend to exhibit underconfidence. In this study, we investigate the efficacy of calibration techniques developed for DNNs when applied to GNNs trained on medical image data, and compare the calibration performance of binary and multiclass node classification on a benchmark dataset and a medical image dataset. We find that post-hoc methods using Platt scaling or Temperature scaling, or methods that add a regularization term to the loss function during training are most effective to improve calibration. Our results further indicate that these calibration techniques are more effective for multiclass classification tasks compared to binary classification tasks.",,https://openreview.net/pdf/904c96b6f8b4380fc5f8187da5c0e5d3b243bb41.pdf,https://openreview.net/forum?id=xY3agyj5Eq
Considerations for data acquisition and modeling strategies: Mitosis detection in computational pathology,Zongliang Ji;Philip Rosenfield;Christina Eng;Sarah Bettigole;Danielle C Gibson;Hamid Masoudi;Matthew Hanna;Nicolo Fusi;Kristen A Severson,Poster,computational pathology;mitosis detection;breast cancer,"Crowd-sourced data, a measure of label uncertainty, and regression models perform well in a study of mitosis detection for computational pathology.","Preparing data for machine learning tasks in health and life science applications requires decisions that affect the cost, model properties and performance. In this work, we study the implication of data collection strategies, focusing on a case study of mitosis detection. Specifically, we investigate the use of expert and crowd-sourced labelers, the impact of aggregated vs single labels, and the framing of the problem as either classification or object detection. Our results demonstrate the value of crowd-sourced labels, importance of uncertainty quantification, and utility of negative samples.",,https://openreview.net/pdf/f7f858afb6b0c1ca0352b1e8a67ef43812019183.pdf,https://openreview.net/forum?id=RyV4J_PjNv
Convolutional-recurrent neural networks approximate diffusion tractography from T1-weighted MRI and associated anatomical context,Leon Yichen Cai;Ho Hin Lee;Nancy Rose Newlin;Cailey Irene Kerley;Praitayini Kanakaraj;Qi Yang;Graham Walter Johnson;Daniel Moyer;Kurt Gregory Schilling;Francois Rheault;Bennett A. Landman,Poster,tractography;convolutional-recurrent neural networks;diffusion MRI;T1-weighted MRI;white matter;bundles;connectomics,We introduce a novel convolutional-recurrent neural network trained in a teacher-student framework to facilitate streamline tractography on T1-weighted MRI.,"Diffusion MRI (dMRI) streamline tractography is the gold-standard for in vivo estimation of white matter (WM) pathways in the brain. However, the high angular resolution dMRI acquisitions capable of fitting the microstructural models needed for tractography are often time-consuming and not routinely collected clinically, restricting the scope of tractography analyses. To address this limitation, we build on recent advances in deep learning which have demonstrated that streamline propagation can be learned from dMRI directly without traditional model fitting. Specifically, we propose learning the streamline propagator from T1w MRI to facilitate arbitrary tractography analyses when dMRI is unavailable. To do so, we present a novel convolutional-recurrent neural network (CoRNN) trained in a teacher-student framework that leverages T1w MRI, associated anatomical context, and streamline memory from data acquired for the Human Connectome Project. We characterize our approach under two common tractography paradigms, WM bundle analysis and structural connectomics, and find approximately a 5-15% difference between measures computed from streamlines generated with our approach and those generated using traditional dMRI tractography. When placed in the literature, these results suggest that the accuracy of WM measures computed from T1w MRI with our method is on the level of scan-rescan dMRI variability and raise an important question: is tractography truly a microstructural phenomenon, or has dMRI merely facilitated its discovery and implementation?",,https://openreview.net/pdf/64d5b523f37d248999665488267b70e18feb0f2d.pdf,https://openreview.net/forum?id=TelM2TBYgoA
DBGSL: Dynamic Brain Graph Structure Learning,Alexander Campbell;Antonio Giuliano Zippo;Luca Passamonti;Nicola Toschi;Pietro Lio,Poster,Dynamic graph;graph neural network;functional magnetic resonance imaging,Learning dynamic brain graphs from functional magnetic resonance imaging data,"Recently, graph neural networks (GNNs) have shown success at learning representations of brain graphs derived from functional magnetic resonance imaging (fMRI) data. The majority of existing GNN methods, however, assume brain graphs are static over time and the graph adjacency matrix is known prior to model training. These assumptions are at odds with neuroscientific evidence that brain graphs are time-varying with a connectivity structure that depends on the choice of functional connectivity measure. Noisy brain graphs that do not truly represent the underling fMRI data can have a detrimental impact on the performance of GNNs. As a solution, we propose Dynamic Brain Graph Structure Learning (DBGSL), a novel method for learning the optimal time-varying dependency structure of fMRI data induced by a downstream prediction task. Experiments demonstrate DBGSL achieves state-of-the-art performance for sex classification using real-world resting-state and task fMRI data. Moreover, analysis of the learnt dynamic graphs highlights prediction-related brain regions which align with existing neuroscience literature. Code available at https://github.com/ajrcampbell/dynamic-brain-graph-structure-learning.",https://www.catalyzex.com/paper/dbgsl-dynamic-brain-graph-structure-learning/code,https://openreview.net/pdf/e6c5b16cd700afe4c11e9d2973d806e217485e57.pdf,https://openreview.net/forum?id=Us31horKNLG
DeepBrainPrint: A Novel Contrastive Framework for Brain MRI Re-Identification,Lemuel Puglisi;Arman Eshaghi;Geoff Parker;Frederik Barkhof;Daniel C. Alexander;Daniele Ravi,Poster,Contrastive Learning;Brain MRI Fingerprint;Re-Identification,We have developed an AI-powered medical imaging retrieval system designed to search for similar brain MRI scans within a large dataset.,"Recent advances in MRI have led to the creation of large datasets. With the increase in data volume, it has become difficult to locate previous scans of the same patient within these datasets (a process known as re-identification). To address this issue, we propose an AI-powered medical imaging retrieval framework called DeepBrainPrint, which is designed to retrieve brain MRI scans of the same patient. Our framework is a semi-self-supervised contrastive deep learning approach with three main innovations. First, we use a combination of self-supervised and supervised paradigms to create an effective brain fingerprint from MRI scans that can be used for real-time image retrieval. Second, we use a special weighting function to guide the training and improve model convergence. Third, we introduce new imaging transformations to improve retrieval robustness in the presence of intensity variations (i.e. different scan contrasts), and to account for age and disease progression in patients. We tested DeepBrainPrint on a large dataset of T1-weighted brain MRIs from the Alzheimer's Disease Neuroimaging Initiative (ADNI) and on a synthetic dataset designed to evaluate retrieval performance with different image modalities. Our results show that DeepBrainPrint outperforms previous methods, including simple similarity metrics and more advanced contrastive deep learning frameworks.",,https://openreview.net/pdf/fca4641c9cda22a3c0e455f71849b0f39db70c77.pdf,https://openreview.net/forum?id=i5khDI1te1M
Deformable Image Registration with Geometry-informed Implicit Neural Representations,Louis van Harten;Rudolf Leonardus Mirjam Van Herten;Jaap Stoker;Ivana Isgum,Poster,Deformable image registration;geometric prior;cine-MRI;small intestine,Explicitly encoding the geometry of anatomical structures in a neural representation can improve registration accuracy,"Deformable image registration is a crucial component in the analysis of motion in time series. In medical data, the deformation fields are often predictable to a certain degree: the muscles and other tissues causing the motion-of-interest form shapes that may be used as a geometric prior. Using an Implicit Neural Representation to parameterize a deformation field allows the coordinate space to be chosen arbitrarily. We propose to curve this coordinate space around anatomical structures that influence the motion in our time series, yielding a space that is aligned with the expected motion. The geometric information is therefore explicitly encoded into the neural representation, reducing the complexity of the optimized deformation function. We design and evaluate this concept using an abdominal 3D cine-MRI dataset, where the motion of interest is bowel motility. We align the coordinate system of the neural representations with automatically extracted centerlines of the small intestine. We show that explicitly encoding the intestine geometry in the neural representations improves registration accuracy for bowel loops with active motility when compared to registration using neural representations in the original coordinate system. Additionally, we show that registration accuracy can be further improved using a model that combines a neural representation in image coordinates with a separate neural representation that operates in the proposed tangent coordinate system. This approach may improve the efficiency of deformable registration when describing motion-of-interest that is influenced by the shape of anatomical structures.",,https://openreview.net/pdf/3362170808d30a48e00ee5089760fb23b9d42b93.pdf,https://openreview.net/forum?id=Pj9vtDIzSCE
